trade_id,order_id,symbol,timeframe,direction,strategy_name,confidence,entry_time,expiry_time,entry_price,expiry_price,outcome,payout,profit_loss,expected_return,actual_return,blocked_reason
trade-cea6a5c1-cb78-49bd-a77d-31cb6b6b1cc5,sim-8405a579-322a-4895-b3ae-ec30717f15ce,EURUSD,1m,put,sample_candle_direction_strategy,0.7673913043476939,2026-01-01T01:00:00+00:00,2026-01-01T01:01:00+00:00,1.08478,1.08476,win,0.8,0.8,0.38130435,0.8,
trade-551b7b56-f168-4fe1-a7c7-0ef6dab01c2e,sim-c3721250-dec9-4d17-8f80-bca2120b04d0,EURUSD,1m,put,sample_candle_direction_strategy,0.6250000000001585,2026-01-01T01:01:00+00:00,2026-01-01T01:02:00+00:00,1.08476,1.08478,loss,0.0,-1.0,0.125,-1.0,
trade-889a6a7e-0286-4464-9ce7-24c1f05f4501,sim-47d87295-098d-4446-81e9-dc730edcf94d,EURUSD,1m,call,sample_candle_direction_strategy,0.6233333333334715,2026-01-01T01:02:00+00:00,2026-01-01T01:03:00+00:00,1.08478,1.08484,win,0.8,0.8,0.122,0.8,
trade-2eff4652-06fc-4e5e-b3f9-1358e42f545e,sim-ad5a29f8-6ae6-4f9f-9e0a-4d7544ba12f5,EURUSD,1m,call,sample_candle_direction_strategy,0.6583333333332974,2026-01-01T01:03:00+00:00,2026-01-01T01:04:00+00:00,1.08484,1.08494,win,0.8,0.8,0.185,0.8,
trade-b0086b73-a677-447f-b603-533767a5267b,sim-6c0a3248-5636-4c14-9095-b5b4198f1839,EURUSD,1m,call,sample_candle_direction_strategy,0.6833333333333509,2026-01-01T01:04:00+00:00,2026-01-01T01:05:00+00:00,1.08494,1.08507,win,0.8,0.8,0.23,0.8,
trade-81d64289-3846-476c-8dfd-9893bfed86ed,sim-3d933a9c-69c7-4520-b47a-25822c7e9b87,EURUSD,1m,call,sample_candle_direction_strategy,0.7229729729728708,2026-01-01T01:05:00+00:00,2026-01-01T01:06:00+00:00,1.08507,1.08524,win,0.8,0.8,0.30135135,0.8,
trade-699409d9-fc4f-41bd-818e-a8a6f3cbe130,sim-cce53f3d-8091-4bf0-97c3-21c8fa856488,EURUSD,1m,call,sample_candle_direction_strategy,0.738372093023281,2026-01-01T01:06:00+00:00,2026-01-01T01:07:00+00:00,1.08524,1.08544,win,0.8,0.8,0.32906977,0.8,
trade-26bdfd5b-3b5d-40ea-857c-3567478be112,sim-614342f6-2f4e-4d1c-b0a0-f73f4fcffca5,EURUSD,1m,call,sample_candle_direction_strategy,0.7458333333333063,2026-01-01T01:07:00+00:00,2026-01-01T01:08:00+00:00,1.08544,1.08566,win,0.8,0.8,0.3425,0.8,
trade-75fe2062-3a19-421b-949e-9ec70862b476,sim-d27be4d4-d99b-4c28-96d4-553063072fe6,EURUSD,1m,call,sample_candle_direction_strategy,0.748076923077038,2026-01-01T01:08:00+00:00,2026-01-01T01:09:00+00:00,1.08566,1.08577,win,0.8,0.8,0.34653846,0.8,
trade-f4209ede-99cc-4ab4-9e56-d5cd4949ca1c,sim-92a91cb9-3181-4bd6-b441-a9e19fcd41e4,EURUSD,1m,call,sample_candle_direction_strategy,0.6895348837207621,2026-01-01T01:09:00+00:00,2026-01-01T01:10:00+00:00,1.08577,1.0859,win,0.8,0.8,0.24116279,0.8,
trade-994167c9-e5d6-4ddc-8980-be09342955cc,sim-d5959a3e-8e82-4542-a79a-a8f44d35698a,EURUSD,1m,call,sample_candle_direction_strategy,0.7229729729731547,2026-01-01T01:10:00+00:00,2026-01-01T01:11:00+00:00,1.0859,1.08605,win,0.8,0.8,0.30135135,0.8,
trade-418e302a-29b8-4b71-ba72-f8d448f45c0c,sim-b8cea416-2f4c-4bcc-aff8-d3fe062a18ff,EURUSD,1m,call,sample_candle_direction_strategy,0.7280487804876893,2026-01-01T01:11:00+00:00,2026-01-01T01:12:00+00:00,1.08605,1.08621,win,0.8,0.8,0.3104878,0.8,
trade-908b488f-5738-4a17-81b8-21bf54f98e32,sim-f40bda57-8bd6-49bb-8a8f-988485911a99,EURUSD,1m,call,sample_candle_direction_strategy,0.7272727272726791,2026-01-01T01:12:00+00:00,2026-01-01T01:13:00+00:00,1.08621,1.08641,win,0.8,0.8,0.30909091,0.8,
trade-e447a1a6-1e92-4a60-9976-51b5dc5aab28,sim-c0eb8d41-eb97-4ca9-9208-97f799decefa,EURUSD,1m,call,sample_candle_direction_strategy,0.7400000000001554,2026-01-01T01:13:00+00:00,2026-01-01T01:14:00+00:00,1.08641,1.08659,win,0.8,0.8,0.332,0.8,
trade-ab9dbc3e-1c36-47c4-b402-9b3a70591be5,sim-15e34df7-3a67-4dbc-b6d2-37ba6b67dcbe,EURUSD,1m,call,sample_candle_direction_strategy,0.7259999999998508,2026-01-01T01:14:00+00:00,2026-01-01T01:15:00+00:00,1.08659,1.08677,win,0.8,0.8,0.3068,0.8,
trade-e66d4547-aab7-47ed-8eac-89cacba0e692,sim-5ab34528-2258-4c3e-a051-0b3e43fb663a,EURUSD,1m,call,sample_candle_direction_strategy,0.7500000000001057,2026-01-01T01:15:00+00:00,2026-01-01T01:16:00+00:00,1.08677,1.08695,win,0.8,0.8,0.35,0.8,
trade-feda6644-b3a6-47d9-9d6f-1cefecfcce22,sim-33d4045e-0700-4bf7-9fb2-193fe8979051,EURUSD,1m,call,sample_candle_direction_strategy,0.7431818181818743,2026-01-01T01:16:00+00:00,2026-01-01T01:17:00+00:00,1.08695,1.08673,loss,0.0,-1.0,0.33772727,-1.0,
trade-7957326c-829f-4e39-8c87-7d5a2143fdf7,sim-6497d1cb-66b7-4b63-8c59-6dc068777fb8,EURUSD,1m,put,sample_candle_direction_strategy,0.7540000000000933,2026-01-01T01:17:00+00:00,2026-01-01T01:18:00+00:00,1.08673,1.08677,loss,0.0,-1.0,0.3572,-1.0,
trade-c32d582a-1f91-4131-aa5d-1e751a9ef439,sim-58d59eb6-dec2-4917-b8c5-081e63683e06,EURUSD,1m,call,sample_candle_direction_strategy,0.6411764705882756,2026-01-01T01:18:00+00:00,2026-01-01T01:19:00+00:00,1.08677,1.0868,win,0.8,0.8,0.15411765,0.8,
trade-76fda2d1-cb5e-4f83-90b9-7e82b0c28277,sim-e93c3967-f042-4d47-8e6b-fab5ad4a913c,EURUSD,1m,call,sample_candle_direction_strategy,0.6299999999999872,2026-01-01T01:19:00+00:00,2026-01-01T01:20:00+00:00,1.0868,1.08682,win,0.8,0.8,0.134,0.8,
trade-1a1e14a8-e091-4466-a3e2-ec1628b7a5b9,sim-91c58c48-2e86-4c26-a771-eee0edf20161,EURUSD,1m,call,sample_candle_direction_strategy,0.6269230769229619,2026-01-01T01:20:00+00:00,2026-01-01T01:21:00+00:00,1.08682,1.08683,win,0.8,0.8,0.12846154,0.8,
trade-8395b957-7ec3-47eb-a2b9-193cb98c523e,sim-d7ec23e6-4f85-4e29-bcf5-227ae2557211,EURUSD,1m,call,sample_candle_direction_strategy,0.6129629629630482,2026-01-01T01:21:00+00:00,2026-01-01T01:22:00+00:00,1.08683,1.08683,draw,1.0,0.0,0.10333333,0.0,
trade-c84e0062-ddc3-4216-8ce0-30443e79f128,sim-d84adc6c-8557-44c8-bed7-ea21085fdc3e,EURUSD,1m,put,sample_candle_direction_strategy,0.6112903225807179,2026-01-01T01:23:00+00:00,2026-01-01T01:24:00+00:00,1.08682,1.0868,win,0.8,0.8,0.10032258,0.8,
trade-6e52f046-3b2a-4460-a2a0-309048431e00,sim-2b864a47-1a88-480b-98b4-2835ba2c1cff,EURUSD,1m,put,sample_candle_direction_strategy,0.6205882352940235,2026-01-01T01:24:00+00:00,2026-01-01T01:25:00+00:00,1.0868,1.08677,win,0.8,0.8,0.11705882,0.8,
trade-ed609978-7f86-4c90-91ae-e1d308cef847,sim-f1d2077e-7a63-4169-86d1-e95d5ee58858,EURUSD,1m,put,sample_candle_direction_strategy,0.6388888888888249,2026-01-01T01:25:00+00:00,2026-01-01T01:26:00+00:00,1.08677,1.08697,loss,0.0,-1.0,0.15,-1.0,
trade-8df6f4ae-fc38-47f8-b911-6a6ac0b240b0,sim-8fadd527-d7d8-41bd-8959-f31a3d75f0cb,EURUSD,1m,call,sample_candle_direction_strategy,0.7521739130434929,2026-01-01T01:26:00+00:00,2026-01-01T01:27:00+00:00,1.08697,1.08679,loss,0.0,-1.0,0.35391304,-1.0,
trade-64da7f98-37e0-4b6b-8e74-892990244e31,sim-b73a41b7-1027-4127-b451-155eff13fbaa,EURUSD,1m,put,sample_candle_direction_strategy,0.7369565217391452,2026-01-01T01:27:00+00:00,2026-01-01T01:28:00+00:00,1.08679,1.08661,win,0.8,0.8,0.32652174,0.8,
trade-c0a54c2b-d1be-4d38-9e9f-925754e53c53,sim-ec839794-ba71-4714-812b-ba686ffda57e,EURUSD,1m,put,sample_candle_direction_strategy,0.7312499999998785,2026-01-01T01:28:00+00:00,2026-01-01T01:29:00+00:00,1.08661,1.08643,win,0.8,0.8,0.31625,0.8,
trade-e0ee5833-056b-4906-9c33-14740d7a331b,sim-d8dfa2b3-e4e0-413d-ad63-7d9c4b63c40d,EURUSD,1m,put,sample_candle_direction_strategy,0.7260000000000622,2026-01-01T01:29:00+00:00,2026-01-01T01:30:00+00:00,1.08643,1.08625,win,0.8,0.8,0.3068,0.8,
trade-38cf7ef2-4fc7-4de7-bcba-177245c25234,sim-4eddcdd2-ea2f-47aa-81de-aead3b9f8ffa,EURUSD,1m,put,sample_candle_direction_strategy,0.7500000000001057,2026-01-01T01:30:00+00:00,2026-01-01T01:31:00+00:00,1.08625,1.08608,win,0.8,0.8,0.35,0.8,
trade-7b1da93d-4581-4362-ab44-a7aebaf264ee,sim-f5096f64-b314-45e9-82e8-22c6f3ba54af,EURUSD,1m,put,sample_candle_direction_strategy,0.738372093023281,2026-01-01T01:31:00+00:00,2026-01-01T01:32:00+00:00,1.08608,1.08592,win,0.8,0.8,0.32906977,0.8,
trade-6dc23190-de92-48a6-94d4-faa4b879012c,sim-1884722b-fefc-4224-8638-8e0e97f06dc3,EURUSD,1m,put,sample_candle_direction_strategy,0.7272727272726791,2026-01-01T01:32:00+00:00,2026-01-01T01:33:00+00:00,1.08592,1.08577,win,0.8,0.8,0.30909091,0.8,
trade-2d529f3c-50b8-4d2e-9683-635e68b50e27,sim-8b9cd19e-2ca7-453b-be72-61acaa0f14b8,EURUSD,1m,put,sample_candle_direction_strategy,0.7166666666667242,2026-01-01T01:33:00+00:00,2026-01-01T01:34:00+00:00,1.08577,1.08555,win,0.8,0.8,0.29,0.8,
trade-b665a380-2560-489f-a64a-9c32f5a8a017,sim-0ca72013-81c1-46e3-a748-10ad1cf12fef,EURUSD,1m,put,sample_candle_direction_strategy,0.7425925925925233,2026-01-01T01:34:00+00:00,2026-01-01T01:35:00+00:00,1.08555,1.08544,win,0.8,0.8,0.33666667,0.8,
trade-4951386c-8723-43e3-b2f3-311795fcbed0,sim-693ddf66-3738-4fc9-9c7d-69c47db1776f,EURUSD,1m,put,sample_candle_direction_strategy,0.7100000000001014,2026-01-01T01:35:00+00:00,2026-01-01T01:36:00+00:00,1.08544,1.08522,win,0.8,0.8,0.278,0.8,
trade-89b1bf8f-3c70-4f6d-b942-412b1e13b195,sim-051977a3-adc3-4adf-af72-25be6cd5ac9c,EURUSD,1m,put,sample_candle_direction_strategy,0.7604166666666464,2026-01-01T01:36:00+00:00,2026-01-01T01:37:00+00:00,1.08522,1.08502,win,0.8,0.8,0.36875,0.8,
trade-ba99b885-4827-4d90-ad5d-5821607e7e00,sim-a772427b-8afe-42cf-b9df-99c45d17baf0,EURUSD,1m,put,sample_candle_direction_strategy,0.7458333333333063,2026-01-01T01:37:00+00:00,2026-01-01T01:38:00+00:00,1.08502,1.08485,win,0.8,0.8,0.3425,0.8,
trade-5419fee4-d20f-4bc4-853f-d7452cc3ebd2,sim-33b63276-4e1b-4ba6-9ccc-df5f12d64508,EURUSD,1m,put,sample_candle_direction_strategy,0.7265957446808616,2026-01-01T01:38:00+00:00,2026-01-01T01:39:00+00:00,1.08485,1.08505,loss,0.0,-1.0,0.30787234,-1.0,
trade-7c558c1d-c68c-4d4d-adf3-2b57ebf4d6b5,sim-36e0715f-a48a-4446-a730-c161ff71515c,EURUSD,1m,call,sample_candle_direction_strategy,0.73461538461535,2026-01-01T01:39:00+00:00,2026-01-01T01:40:00+00:00,1.08505,1.08495,loss,0.0,-1.0,0.32230769,-1.0,
trade-3eea840c-02d7-43bc-a3da-43c6fd7b4c39,sim-b787cccb-3666-4ba5-a255-4ab1f39e82f6,EURUSD,1m,put,sample_candle_direction_strategy,0.7029411764705747,2026-01-01T01:40:00+00:00,2026-01-01T01:41:00+00:00,1.08495,1.08489,win,0.8,0.8,0.26529412,0.8,
trade-d0b92863-6700-4759-a11c-57b3d263d299,sim-8b63c88b-e1e0-4a5e-a817-2e98ac021ee6,EURUSD,1m,put,sample_candle_direction_strategy,0.6656250000001669,2026-01-01T01:41:00+00:00,2026-01-01T01:42:00+00:00,1.08489,1.08487,win,0.8,0.8,0.198125,0.8,
trade-6a634b14-dc28-4140-bb9b-c4b4c3da6086,sim-ebe38b03-4f11-4f3a-81cf-ee94a5812c20,EURUSD,1m,put,sample_candle_direction_strategy,0.6233333333332297,2026-01-01T01:42:00+00:00,2026-01-01T01:43:00+00:00,1.08487,1.08489,loss,0.0,-1.0,0.122,-1.0,
trade-90aedafb-06d8-4dcc-90c0-8023bec33e14,sim-25feb11e-61b9-4d09-9bd8-6d0fa08c6f9e,EURUSD,1m,call,sample_candle_direction_strategy,0.6218749999998937,2026-01-01T01:43:00+00:00,2026-01-01T01:44:00+00:00,1.08489,1.08495,win,0.8,0.8,0.119375,0.8,
trade-009af7c1-affc-476d-8a6f-44939c592a22,sim-3883b1ec-d7ad-4af3-a400-78b5fffd2d12,EURUSD,1m,call,sample_candle_direction_strategy,0.6552631578948875,2026-01-01T01:44:00+00:00,2026-01-01T01:45:00+00:00,1.08495,1.08492,loss,0.0,-1.0,0.17947368,-1.0,
trade-dd305bfe-a00b-4324-b3fd-0487fda2372a,sim-7fd96b9e-77d3-4a3d-b783-c5200f34a56e,EURUSD,1m,put,sample_candle_direction_strategy,0.6388888888888569,2026-01-01T01:45:00+00:00,2026-01-01T01:46:00+00:00,1.08492,1.08493,loss,0.0,-1.0,0.15,-1.0,
trade-f06d4439-8501-4d26-b02b-fd47eea3eeb6,sim-ddb605e5-9bae-426f-b9af-d8fc6fe85c7f,EURUSD,1m,call,sample_candle_direction_strategy,0.6129629629627604,2026-01-01T01:46:00+00:00,2026-01-01T01:47:00+00:00,1.08493,1.08498,win,0.8,0.8,0.10333333,0.8,
trade-d6c8198f-aa19-4a90-b217-041308689bc1,sim-e78816ad-7b09-455a-bcf4-4400bd5d39cf,EURUSD,1m,call,sample_candle_direction_strategy,0.6530303030303887,2026-01-01T01:47:00+00:00,2026-01-01T01:48:00+00:00,1.08498,1.08506,win,0.8,0.8,0.17545455,0.8,
trade-aa6b201b-7762-46f3-9a51-38e3bb5c01d5,sim-e13e8661-7089-468c-a993-b080cdbb8e46,EURUSD,1m,call,sample_candle_direction_strategy,0.6736842105261758,2026-01-01T01:48:00+00:00,2026-01-01T01:49:00+00:00,1.08506,1.08518,win,0.8,0.8,0.21263158,0.8,
trade-0805e4e1-6006-4541-bc5a-6788d56e9c75,sim-05baea02-935e-4b80-8d1c-bebd7f957f1d,EURUSD,1m,call,sample_candle_direction_strategy,0.6954545454546418,2026-01-01T01:49:00+00:00,2026-01-01T01:50:00+00:00,1.08518,1.08533,win,0.8,0.8,0.25181818,0.8,
trade-116fcb41-0beb-4076-b383-e29ffe3ff9c4,sim-76a9dba7-5b3d-4f77-8592-1626ae240f14,EURUSD,1m,call,sample_candle_direction_strategy,0.7346153846152312,2026-01-01T01:50:00+00:00,2026-01-01T01:51:00+00:00,1.08533,1.08511,loss,0.0,-1.0,0.32230769,-1.0,
trade-fb7a7cb0-290c-4f06-b631-ec97adaa8338,sim-3ebe3908-0daf-48f5-92c5-34b42dfb5eff,EURUSD,1m,put,sample_candle_direction_strategy,0.7604166666665721,2026-01-01T01:51:00+00:00,,1.08511,,blocked,0.0,0.0,0.0,0.0,max_daily_trades
trade-789324e8-d50a-4ca1-a74f-cea1a0d44478,sim-844c0d4e-eee7-4853-b597-6e77af42ba88,EURUSD,1m,call,sample_candle_direction_strategy,0.7458333333333063,2026-01-01T01:52:00+00:00,,1.08531,,blocked,0.0,0.0,0.0,0.0,max_daily_trades
trade-4fc385de-7d7b-4d23-9166-4e8e45bda6ca,sim-d82c3728-00dc-42d5-9c78-c1ae883b17ab,EURUSD,1m,call,sample_candle_direction_strategy,0.7518867924527582,2026-01-01T01:53:00+00:00,,1.08554,,blocked,0.0,0.0,0.0,0.0,max_daily_trades
trade-d21a7418-6d51-4a0d-b22d-2072f08f68c3,sim-58a128fc-d6d9-4678-8aec-d984c923a7e4,EURUSD,1m,call,sample_candle_direction_strategy,0.6954545454546418,2026-01-01T01:54:00+00:00,,1.08566,,blocked,0.0,0.0,0.0,0.0,max_daily_trades
trade-6f4c4099-f100-4556-a028-e624beb56f45,sim-ffb1d969-bdde-44c8-a5b3-a040c259e38a,EURUSD,1m,call,sample_candle_direction_strategy,0.7229729729729446,2026-01-01T01:55:00+00:00,,1.08579,,blocked,0.0,0.0,0.0,0.0,max_daily_trades
trade-6c83ff94-4ca5-47be-826f-3d7f1fa344ec,sim-68f47eac-7207-4e34-9b79-9999bba355ba,EURUSD,1m,call,sample_candle_direction_strategy,0.7280487804876893,2026-01-01T01:56:00+00:00,,1.08594,,blocked,0.0,0.0,0.0,0.0,max_daily_trades
trade-31b86873-093d-4c4f-9ee9-825361feea30,sim-ffa12e97-1980-40d5-aeb8-52ee8cd96e8e,EURUSD,1m,call,sample_candle_direction_strategy,0.7272727272728556,2026-01-01T01:57:00+00:00,,1.0861,,blocked,0.0,0.0,0.0,0.0,max_daily_trades
trade-37685029-c2b3-49bb-a8ac-25312aa76a6b,sim-fe431cd9-6772-486a-babd-ed2a7144d1c9,EURUSD,1m,call,sample_candle_direction_strategy,0.7217391304347017,2026-01-01T01:58:00+00:00,,1.08626,,blocked,0.0,0.0,0.0,0.0,max_daily_trades
trade-b5a8a351-2336-4d3e-8d96-1959fcf47de1,sim-9a2e807d-d9f3-4270-90d4-da76bd140096,EURUSD,1m,call,sample_candle_direction_strategy,0.7214285714286037,2026-01-01T01:59:00+00:00,,1.08643,,blocked,0.0,0.0,0.0,0.0,max_daily_trades
trade-e5995eda-d394-4934-8e2d-9a90765422df,sim-8e4b3a8c-8792-4a73-993d-dd1613384274,EURUSD,1m,call,sample_candle_direction_strategy,0.7451219512195861,2026-01-01T02:00:00+00:00,,1.0866,,blocked,0.0,0.0,0.0,0.0,max_daily_trades
trade-1f814d30-a39f-4e3d-8b60-6941138fbe0b,sim-2b2facbd-5e66-4014-adc0-969e7f5d70e3,EURUSD,1m,call,sample_candle_direction_strategy,0.7333333333333245,2026-01-01T02:01:00+00:00,,1.08676,,blocked,0.0,0.0,0.0,0.0,max_daily_trades
trade-ef4bd0c2-37ef-4903-9f43-a8f5679b952d,sim-08cfa4c2-5bde-4fd1-a967-89df0c9fa31f,EURUSD,1m,call,sample_candle_direction_strategy,0.7272727272728556,2026-01-01T02:02:00+00:00,,1.08692,,blocked,0.0,0.0,0.0,0.0,max_daily_trades
